English,Chinese
Please stay as long as you wish.,你想待多久就待多久。
Please translate this sentence into Japanese.,請把這句話翻譯成日文。
Please make yourself comfortable.,不用客氣，隨便坐吧。
Please don't get up.,請別起來。
"Sit down, please.",請坐。
Please have a seat.,请坐一下。
Please tell me about your trip.,請告訴我有關你旅行的事。
Please get a lot of pencils.,請拿多點鉛筆來。
Please take a seat.,請坐。
How can I get to heaven?,我要怎么上天堂？
How can we abolish war?,我們怎樣才能停止戰爭？
How can I reach you?,我怎么联系你？
How can I reach you?,我怎樣才能連絡到你?
"Not knowing what to do, I asked the teacher for advice.",因为不知道做什么，所以我向老师寻求建议。
It can't be helped.,沒辦法了。
What made her so angry?,什麼事讓她這麼生氣？
How did you get acquainted with her?,你是怎樣認識她的？
Will you tell me why you like her?,你能告诉我你为什么喜欢她吗？
How did you get to know him?,你是怎么认识他的？
Why did they turn down your proposal?,他們為什麼否決了你的建議呢？
What prevented him from coming?,他怎麼沒來？
I cannot figure out why he has done that.,我不明白他为什么要做那种事。
Why can Taro speak English so well?,為什麼太郎英語可以說得這麼好？
I wonder why nobody told me.,不知道为什么没有人告诉过我。
Why did you run away?,你為什麼逃走？
How come you didn't call me last night?,怎么你昨晚没有给我打电话？
How come you say nothing?,你怎么一言不发？
How did you come to know it?,你是怎麼知道的？
What are you doing that for?,你正在做的那個東西是做什麼用的？
What made you come here so early?,什麼原因讓你這麼早來這裡？
How come you don't know this?,你怎么会不知道？
Why are you under the desk?,你怎麼在桌子底下？
Why did you come home so late?,你為什麼這麼晚回家？
I wonder why they left my name off the list.,我奇怪他们为什么在表里把我的名字落下了。
How can I forget those days?,我怎能忘記那些日子呢？
I can't for the life of me remember her address.,她的住址无论如何也想不起来。
I can't for the life of me remember her address.,她的地址死活想不起来。
For some reason or other I cannot bring myself to work.,不知怎麼我總是沒心情工作。
I want to get rid of it.,我想擺脫它。
"If you are going to smoke, please go outside.",抽煙請到外面抽。
I cannot understand it for the life of me.,这件事我实在不懂。
I do want to go to Italy.,我真想去意大利。
Why did you paint the bench red?,为什么你把长凳漆成红色了？
What makes you think so?,你們為什麼有那樣的想法？
I can't understand why James always finds fault with his wife.,我不懂得詹姆斯为什么一直给他的妻子吹毛求疵。
How come you call on us so late at night?,你怎麼這麼晚才來看我們？
I wonder why karaoke is so popular.,我不知道為什麼卡拉OK如此受歡迎。
"Not knowing what to do, he asked me for help.",他不知道該怎麼做，於是便找我幫忙。
Why didn't you follow my advice?,你為什麼不聽我的忠告？
Why should I apologize to you?,为什么我要向你道歉？
Why can't you take things just as they are?,你為甚麼不隨遇而安呢？
Why do they say you have to learn English to survive?,怎麼會有人認為不懂英語就不能生存？
What happened? The car's slowing down.,發生了什麼事？車子慢下來了。
Please tell me how I can get in touch with him.,請告訴我怎樣才能聯絡上他。
"Turn on the light, please.",麻煩開燈一下。
"Turn on the light, please.",請開燈。
Please remember to mail the letter.,請記得把信寄出去。
Please forgive me.,请您原谅。
Please forgive me.,请原谅我。
Please forgive me.,请原谅我吧。
Please correct my pronunciation.,請糾正我的發音。
"Keep it secret, please.",请保密。
Please let me know the result by telephone.,請你打電話把結果告訴我。
"Turn off the light, please.",請關燈。
I hope you will be quite well again before long.,我希望不久以后你又能好起来。
Please don't forget to post the letter.,请不要忘记寄信。
Please let me take your picture.,請讓我為你拍照。
"Bring me a sheet of paper, please.",请带一张纸给我。
"Help me with my homework, please.",帮我做作业吧。
Please give me a piece of bread.,請你給我一塊麵包。
Please remind me to post the letter.,请提醒我寄信。
"Shut the door, please.",请关门。
"Shut the door, please.",請關上門。
"Shut the door, please.",請關門。
Would you please turn down the TV?,你可以把電視的音量調低一點嗎？
Please come as soon as possible.,请尽快过来。
Could you lend me the book?,你能借我这本书吗？
Please tell me about your problem.,請告訴我你的問題。
Please send me a picture of yourself.,请寄给我一张你的照片。
Please write about your real experience.,請你把你的真實體驗寫下來。
Please write about your real experience.,請你把真實體驗寫下來。
Please say hello to your family.,带我向你家人问好。
Please leave me alone.,请让我静一静。
"Do come in, please.",请进。
"Do come in, please.",請進來。
I was at a loss for words.,我无言以对。
I was at a loss for words.,我無話可說。
For what reason did you cry?,你为什么哭了？
I leave it in your hands what course of action to take.,接下来该采取什么行动就交给你了。
What kind of people do you like best?,你最喜歡哪一種人?
What kind of people do you like best?,你最喜欢什么样的人？
Please explain how to get there.,请解释一下怎么才能到那儿？
How are you doing?,你好吗？
How are you doing?,您好吗？
How are you doing?,你們好嗎？
Where's the restroom?,厕所在哪里？
May I use your toilet?,我能用一下你们的厕所吗？
Where is the toilet?,厕所在哪里？
Where's the toilet?,厕所在哪里？
Where's the toilet?,廁所在哪裏呀？
Don't forget to flush the toilet.,別忘了沖廁。
It's my habit to read on the toilet.,我習慣在馬桶上看書。
There's no toilet paper.,厕纸没了。
The toilet doesn't flush properly.,厕所冲水不正常。
We have few opportunities to speak German.,我们几乎没什么机会说德语。
German is not an easy language.,德语不是一门容易的语言。
"I can't remember how to say ""Thank you"" in German.",我想不起「謝謝」用德語怎麼說。
I don't understand German at all.,我一點也不懂德語。
I don't understand German at all.,我完全不懂德语。
Germany was once allied with Italy.,德国曾是意大利的同盟国。
Germany adjoins the Netherlands.,德国毗邻荷兰。
Germany adopted a social security system in the 1880's.,德国在1880年代采取了一种社会保障制度。
Germany was allied with Italy in World War II.,在二战中，德国与意大利结盟。
"In Germany today, anti-violence rallies took place in several cities, including one near Hamburg where three Turks were killed in an arson attack on Monday.",今日在德国，反暴力集会着落到了德国的很多城市，包括周一在汉堡附近一场纵火袭击中3名突厥人被杀害的地方。
Shall I close the door?,我應該把門關上嗎?
Would you mind closing the door?,你能把門關一下嗎？
Would you mind shutting the door?,請你把門關上好嗎?
Shut the door.,不要把门开着。
Shut the door.,请关门。
Shut the door.,关门。
Don't leave the door open.,不要把门开着。
"In opening the door, I broke the lock.",我开门的时候弄坏了锁。
"In opening the door, I broke the lock.",开门的时候我把锁弄坏了。
"When I opened the door, I found him asleep.",当我打开门的时候，我发现他睡着了。
"I tried to open the door, and the doorknob came off.",我開門的時候把門柄扭了出來。
"I tried to open the door, and the doorknob came off.",我試著開門的時候門把手自己掉了下來。
"Open the door and let me in, please.",拜託你開門讓我進來吧。
Would you mind my opening the door?,你介意我開門嗎?
Please open the door.,請把門打開。
Please open the door.,請開門。
Would you please open the door?,請你開門好嗎?
"I knocked on the door, but nobody answered.",我敲门，但是没有人回应。
Would you please not leave the door open?,你可以不把門開著嗎？
The door is locked at nine o'clock.,這個門在九點鐘的時候是鎖著的。。
The door is locked at nine o'clock.,九點鐘鎖門。
We couldn't open the door because it was locked from within.,我們無法打開這扇門，因為它從裡面被反鎖了。
The door is shut fast.,門緊緊地閉上了。
The door was locked from within.,這門從裡面被反鎖了。
The handle came away from the door when I grasped it.,我握住門把，它就從門上掉了下來。
I know the boy who is sitting closest to the door.,我认识那个坐得最靠近门的男孩。
A strange sound was heard from behind the door.,奇怪的声音从门后传来。
I could hear doors slamming.,我可以聽見門砰砰作響。
The bicycle by the door is mine.,在門口的自行車是我的。
There was a big gold star on the door.,在門上有一個大大的金色星星。
I caught my finger in the door.,我的手被门夹到了。
Would you please lock the door?,請你鎖門好嗎？
It was careless of you to leave the door unlocked.,你沒鎖好門，真不小心呢。
I heard the door close.,我听到门关了。
The door was suddenly opened by Mike.,門突然被 Mike 門啟了。
"As soon as the door opened, they ran away.",门一开，他们就逃走了。
The door opened slowly.,门慢慢地开了。
The door won't open.,这门怎样都打不开。
The door clicked shut.,门咔哒一声关上了。
It took us half an hour to set up the tent.,搭帳篷花了我們半小時。
Where can I get a telephone card?,我在哪儿可以弄到电话卡？
Can I turn off the TV?,我能关电视吗？
Please turn off the TV.,請把電視關掉。
Please turn off the TV.,请关闭电视机。
Turn off the TV.,关闭电视机
Turn off the TV.,把電視關了。
Please turn off the television.,請把電視關掉。
Please turn off the television.,请关闭电视机。
It cost me ten thousand yen to have my television set repaired.,把我的電視機修好花了我一萬日元。
